0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,postgres_cardinality,sql_query,actual_cardinality,XGB_cardinality,nn_cardinality
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 1774",2306,2306.1064,1300.4852
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 1590",1,0.9313515,152.89545
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,"SELECT * FROM city, country WHERE country_code = code AND city.id < 2067",2066,2066.1655,2947.9705
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.capital = 51,0,0.015199419,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3578944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 3578944",38,38.025856,1282.8214
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.id = 3279,1,0.97692275,34.475708
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7774930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old > 7774930",274,273.9825,1123.9404
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7129584,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4015645,2,SELECT * FROM country WHERE country.gnp_old != 7129584 AND country.gnp_old >= 4015645,2,1.9934187,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5141425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 5141425",4057,4056.9949,2926.6545
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5184672,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1610,1610,SELECT * FROM city WHERE city.population = 5184672 OR city.id <= 1610,1610,1610.0304,1657.1241
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,919641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 919641",3151,3150.906,2764.535
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 2231",1,1.0919297,152.89453
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1200300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,SELECT * FROM country WHERE country.gnp_old >= 1200300,5,5.0082245,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8820299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.population != 8820299",4079,4078.9573,3875.4373
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 1104",4078,4078.0796,3900.6016
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3704,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3461",3482,3481.9133,2837.9954
1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10030884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075,"SELECT * FROM city, country WHERE country_code = code AND city.population < 10030884",4078,4077.991,2921.0754
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5220522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 5220522",22,21.983223,1280.4727
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1874,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8050805,4078,SELECT * FROM city WHERE city.id != 1874 OR city.population = 8050805,4078,4078.0073,3652.7126
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 3314",765,764.9402,1208.6268
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4077631,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3070,222,SELECT * FROM country WHERE country.gnp_old != 4077631 OR country.capital < 3070,219,219.01305,168.0545
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1541013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 1541013",3945,3944.9966,3716.2756
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,SELECT * FROM country WHERE country.capital > 839,180,180.02917,1.878058
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911,"SELECT * FROM city, country WHERE country_code = code AND city.id < 3911",3910,3910.0063,2947.9675
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3392,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4440373,183,SELECT * FROM country WHERE country.capital > 3392 OR country.gnp_old <= 4440373,186,185.99225,1.878058
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 29482",424,424.0388,2765.8083
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9507712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.population = 9507712,0,0.021005249,31.572096
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3135711,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1974,213,SELECT * FROM country WHERE country.gnp_old <= 3135711 OR country.capital > 1974,213,213.05644,1.878058
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 1034",0,0.0,44.34028
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2951,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6903859,163,SELECT * FROM country WHERE country.capital < 2951 OR country.gnp_old > 6903859,163,163.0138,36.307655
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 2597",1392,1392.109,1208.6279
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 532",4079,4078.9155,3792.0464
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 2311",2311,2311.0676,2946.5532
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10135706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"SELECT * FROM city, country WHERE country_code = code AND city.population > 10135706",1,0.99986684,1290.1396
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7316401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 7316401",0,0.0016470853,129.89465
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 878",3179,3178.992,1208.6302
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7900005,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2653,4065,SELECT * FROM city WHERE city.population <= 7900005 OR city.id = 2653,4068,4067.9585,2605.9092
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 628",3452,3451.9512,1300.4869
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 3157",4078,4078.0388,3900.5989
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 1548",2300,2300.0012,1208.6295
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7439152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,SELECT * FROM country WHERE country.gnp_old != 7439152,178,178.04874,961.74335
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8968079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 8968079",4073,4072.9727,2921.1794
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,145888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 145888",0,0.16269429,140.14346
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,SELECT * FROM country WHERE country.capital <= 609,44,43.96231,92.63969
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3123973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,SELECT * FROM city WHERE city.population != 3123973,4079,4078.9707,3761.1267
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 1622",1779,1778.9183,2837.9983
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9049909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SELECT * FROM city WHERE city.population > 9049909,6,6.0204043,1169.2323
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2786,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2251946,1,SELECT * FROM city WHERE city.id != 2786 AND city.population = 2251946,0,0.0075438786,1236.5721
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2421761,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3307,1,SELECT * FROM country WHERE country.gnp_old < 2421761 AND country.capital = 3307,0,0.0,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8601344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SELECT * FROM city WHERE city.population >= 8601344,7,7.0286136,1153.1744
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 2195",1885,1885.1383,1300.4846
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1029,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,869,1,SELECT * FROM country WHERE country.capital >= 1029 AND country.capital < 869,0,0.0,1.878058
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 2654",2654,2654.1897,2946.5527
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,SELECT * FROM city WHERE city.id <= 3356,3356,3355.8828,2824.0906
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4435843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old > 4435843",274,274.01733,1128.7181
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 832",1,1.0233134,152.89655
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,"SELECT * FROM city, country WHERE country_code = code AND city.id > 2576",1503,1502.9415,1317.184
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2436,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2691,170,SELECT * FROM country WHERE country.capital >= 2436 OR country.capital >= 2691,122,122.03602,1.878058
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,911,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1384,57,SELECT * FROM country WHERE country.capital < 911 OR country.capital = 1384,57,57.01686,1.878058
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,SELECT * FROM country WHERE country.capital >= 99,220,220.04202,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8169875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3296,4077,SELECT * FROM city WHERE city.population <= 8169875 OR city.id <= 3296,4077,4077.0354,4446.518
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,SELECT * FROM city WHERE city.id > 3468,611,610.95764,1194.7217
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,4079,SELECT * FROM city WHERE city.id != 3764 OR city.id != 87,4079,4078.997,5963.051
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,492316,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2408,73,SELECT * FROM country WHERE country.gnp_old <= 492316 AND country.capital < 2408,76,76.00405,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3798736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 3798736",4043,4043.035,2928.5757
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 1548",2300,2300.0012,1208.6295
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 3270",810,809.94305,1300.4833
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2227275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 2227275",0,0.04363647,137.16539
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1239,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,679368,52,SELECT * FROM country WHERE country.capital <= 1239 AND country.gnp_old <= 679368,56,56.01167,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4928492,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2401876,131,SELECT * FROM country WHERE country.gnp_old <= 4928492 AND country.gnp_old != 2401876,177,176.94081,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,934421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 934421",3822,3822.0708,2932.674
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7624642,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1728006,4,SELECT * FROM country WHERE country.gnp_old = 7624642 OR country.gnp_old > 1728006,3,3.0241976,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5248950,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2022,95,SELECT * FROM country WHERE country.gnp_old >= 5248950 OR country.capital <= 2022,95,95.01632,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3467133,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2306,170,SELECT * FROM country WHERE country.gnp_old < 3467133 AND country.capital != 2306,176,176.00394,1.878058
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6177078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 6177078",0,0.0046670563,5.061528
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 1434",4078,4078.1035,3900.6013
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 125",125,124.88969,2838.0005
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4053429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,SELECT * FROM country WHERE country.gnp_old < 4053429,176,175.97748,35.96145
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2544406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SELECT * FROM country WHERE country.gnp_old >= 2544406,2,1.9708987,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2391795,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9219132,4071,SELECT * FROM city WHERE city.population != 2391795 AND city.population <= 9219132,4073,4072.9824,3088.368
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,SELECT * FROM country WHERE country.capital >= 1956,138,137.9553,1.878058
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7036919,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,19,SELECT * FROM city WHERE city.population >= 7036919 AND city.id >= 110,14,14.004795,1.878058
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5621861,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3355,1,SELECT * FROM country WHERE country.gnp_old >= 5621861 AND country.capital >= 3355,1,0.9804454,1.878058
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,SELECT * FROM country WHERE country.capital != 2815,232,232.03995,1045.95
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 2712",1354,1353.9583,1208.6278
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2799,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3241,39,SELECT * FROM country WHERE country.capital = 2799 OR country.capital >= 3241,39,39.00336,1.878058
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,"SELECT * FROM city, country WHERE country_code = code AND city.id > 2097",1982,1982.1693,1317.1846
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 3926",4079,4078.9646,3792.0417
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,SELECT * FROM country WHERE country.capital >= 281,203,203.06367,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,SELECT * FROM city WHERE city.id < 1570,1569,1568.956,2825.5103
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,861219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3433,177,SELECT * FROM country WHERE country.gnp_old <= 861219 OR country.capital >= 3433,178,177.99722,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,SELECT * FROM city WHERE city.id < 1543,1542,1542.0566,2825.51
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 1246",2715,2714.9775,1191.93
1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6656545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,"SELECT * FROM city, country WHERE country_code = code AND city.population < 6656545",4063,4063.1672,2925.9036
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3854,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1144813,1,SELECT * FROM city WHERE city.id > 3854 AND city.population = 1144813,0,0.0,1.878058
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1297568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 1297568",160,160.19821,1286.0858
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 505",505,505.02356,2946.556
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,493,3997,SELECT * FROM city WHERE city.id >= 95 OR city.id < 493,4079,4078.9976,2834.8193
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 3471",597,597.0264,1208.6266
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70090,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,950,30,SELECT * FROM country WHERE country.gnp_old > 70090 AND country.capital > 950,32,32.018284,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2612,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5578077,2596,SELECT * FROM city WHERE city.id <= 2612 AND city.population <= 5578077,2597,2596.9785,2136.297
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 864",3216,3215.9602,1300.4866
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4371130,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,828,4072,SELECT * FROM city WHERE city.population < 4371130 OR city.id >= 828,4074,4073.9985,3197.4058
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,"SELECT * FROM city, country WHERE country_code = code AND city.id > 1999",2080,2080.0566,1317.1847
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 4060",0,0.011013294,44.335945
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,556267,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1604,154,SELECT * FROM country WHERE country.gnp_old >= 556267 OR country.capital > 1604,154,154.02216,1.878058
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,SELECT * FROM city WHERE city.id >= 2722,1358,1358.0264,1178.0231
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SELECT * FROM country WHERE country.capital < 78,12,12.040774,93.605835
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9078498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,"SELECT * FROM city, country WHERE country_code = code AND city.population != 9078498",4079,4079.033,3875.0679
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1711676,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1008,51,SELECT * FROM country WHERE country.gnp_old < 1711676 AND country.capital <= 1008,57,56.986958,1.878058
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 1336",1336,1335.8864,2946.5547
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2720,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5130233,201,SELECT * FROM country WHERE country.capital >= 2720 OR country.gnp_old != 5130233,203,203.00818,16.474697
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1958796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,"SELECT * FROM city, country WHERE country_code = code AND city.population > 1958796",97,96.8652,1301.8395
