,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,actual_cardinality,postgres_cardinality,sql_query
1567,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,SELECT * FROM country WHERE country.capital < 2401
1568,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,259,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3960,29,29,SELECT * FROM country WHERE country.capital <= 259 OR country.capital = 3960
1569,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 26547"
1570,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 3784"
1571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,1089,SELECT * FROM city WHERE city.id <= 1090
1572,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,1591,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 2489"
1573,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,1997,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 2444"
1574,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM city WHERE city.id = 2374
1575,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4375759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,4078,SELECT * FROM city WHERE city.population != 4375759
1576,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,119,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 3673"
1577,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4743373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,SELECT * FROM country WHERE country.gnp_old <= 4743373
1578,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5856536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059,4053,"SELECT * FROM city, country WHERE country_code = code AND city.population < 5856536"
1579,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6102535,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2593491,4059,4079,SELECT * FROM city WHERE city.population <= 6102535 OR city.population <= 2593491
1580,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,2355,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 2064"
1581,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,749368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,2918,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 749368"
1582,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6524524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old > 6524524"
1583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,772880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3764,SELECT * FROM city WHERE city.population <= 772880
1584,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1825417,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2065463,175,130,SELECT * FROM country WHERE country.gnp_old != 1825417 AND country.gnp_old < 2065463
1585,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3099876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4034,4032,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 3099876"
1586,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1294,"SELECT * FROM city, country WHERE country_code = code AND city.id >= 2786"
1587,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7135622,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10261158,0,1,SELECT * FROM city WHERE city.population = 7135622 AND city.population > 10261158
1588,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8060468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2145,1930,1929,SELECT * FROM city WHERE city.population <= 8060468 AND city.id >= 2145
1589,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,"SELECT * FROM city, country WHERE country_code = code AND city.id > 2069"
1590,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6557684,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5436568,0,1,SELECT * FROM city WHERE city.population = 6557684 AND city.population >= 5436568
1591,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM city WHERE city.id = 2719
1592,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,964,"SELECT * FROM city, country WHERE country_code = code AND city.id > 3115"
1593,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5648414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 5648414"
1594,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013,2850,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3008"
1595,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4001,4001,"SELECT * FROM city, country WHERE country_code = code AND city.id < 4002"
1596,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7441678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 7441678"
1597,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,102,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 49"
1598,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7595146,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2079094,177,223,SELECT * FROM country WHERE country.gnp_old < 7595146 OR country.gnp_old <= 2079094
1599,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1079079,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,271,460,468,SELECT * FROM city WHERE city.population >= 1079079 OR city.id < 271
1600,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3831896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,4043,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 3831896"
1601,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9297771,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,438,438,439,SELECT * FROM city WHERE city.population = 9297771 OR city.id <= 438
1602,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 358"
1603,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,3450,"SELECT * FROM city, country WHERE country_code = code AND city.id > 629"
1604,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,837723,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2901,0,1,SELECT * FROM country WHERE country.gnp_old = 837723 AND country.capital != 2901
1605,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,3567,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 3374"
1606,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6483371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM country WHERE country.gnp_old > 6483371
1607,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,512,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 502"
1608,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,2782,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 2934"
1609,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2166660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,SELECT * FROM country WHERE country.gnp_old > 2166660
1610,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,373,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2273,232,239,SELECT * FROM country WHERE country.capital != 373 OR country.capital != 2273
1611,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674,3674,SELECT * FROM city WHERE city.id <= 3674
1612,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,788,SELECT * FROM city WHERE city.id >= 3292
1613,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,2602,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 2602"
1614,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4836318,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1780405,178,223,SELECT * FROM country WHERE country.gnp_old < 4836318 OR country.gnp_old != 1780405
1615,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497,3497,SELECT * FROM city WHERE city.id < 3498
1616,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1507436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,3950,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 1507436"
1617,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,910955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,4078,"SELECT * FROM city, country WHERE country_code = code AND city.population != 910955"
1618,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,1604,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 2252"
1619,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7138554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 7138554"
1620,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7163399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,4061,SELECT * FROM city WHERE city.population <= 7163399
1621,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4330495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.population = 4330495
1622,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4951017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,3004,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 4951017"
1623,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.capital = 1560
1624,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 2001"
1625,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,SELECT * FROM country WHERE country.capital > 4066
1626,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6342253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM city WHERE city.population = 6342253
1627,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,1097,SELECT * FROM city WHERE city.id < 1099
1628,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4435078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old > 4435078"
1629,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SELECT * FROM city, country WHERE country_code = code AND city.id = 1063"
1630,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5818685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,176,SELECT * FROM country WHERE country.gnp_old < 5818685
1631,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,139,SELECT * FROM country WHERE country.capital > 1919
1632,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1824,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1052,232,191,SELECT * FROM country WHERE country.capital <= 1824 OR country.capital >= 1052
1633,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7293120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2041,232,237,SELECT * FROM country WHERE country.gnp_old != 7293120 OR country.capital != 2041
1634,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6074034,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5132148,177,178,SELECT * FROM country WHERE country.gnp_old <= 6074034 OR country.gnp_old = 5132148
1635,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3577664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,SELECT * FROM country WHERE country.gnp_old >= 3577664
1636,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,3823,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 3538"
1637,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,714418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,2901,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 714418"
1638,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8783448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 8783448"
1639,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1545330,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2527,32,47,SELECT * FROM city WHERE city.population > 1545330 AND city.id >= 2527
1640,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8839050,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5264524,4079,4077,SELECT * FROM city WHERE city.population != 8839050 AND city.population != 5264524
1641,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6817438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SELECT * FROM country WHERE country.gnp_old >= 6817438
1642,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,3666,SELECT * FROM city WHERE city.id <= 3666
1643,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,1280,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 1415"
1644,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1764730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 1764730"
1645,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242,3311,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 3243"
1646,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6098957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,SELECT * FROM city WHERE city.population > 6098957
1647,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,424789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3021,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old != 424789"
1648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3340486,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2383,4079,4079,SELECT * FROM city WHERE city.population != 3340486 OR city.id < 2383
1649,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 4017"
1650,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5864091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 5864091"
1651,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,3942,"SELECT * FROM city, country WHERE country_code = code AND country.capital != 1453"
1652,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,1690,"SELECT * FROM city, country WHERE country_code = code AND country.capital >= 2618"
1653,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078,4078,"SELECT * FROM city, country WHERE country_code = code AND city.id != 461"
1654,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2598021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,"SELECT * FROM city, country WHERE country_code = code AND city.population > 2598021"
1655,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2104459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,82,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 2104459"
1656,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3761096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043,4043,"SELECT * FROM city, country WHERE country_code = code AND city.population <= 3761096"
1657,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9734299,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2252,4079,4078,SELECT * FROM city WHERE city.population != 9734299 OR city.id = 2252
1658,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3142693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,177,SELECT * FROM country WHERE country.gnp_old != 3142693
1659,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.capital = 430"
1660,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,2791,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 2791"
1661,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,2413,"SELECT * FROM city, country WHERE country_code = code AND city.id > 1666"
1662,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,227,SELECT * FROM country WHERE country.capital >= 47
1663,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,1399,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 1646"
1664,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3234,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3045,0,1,SELECT * FROM country WHERE country.capital = 3234 AND country.capital > 3045
1665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8063043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,313,0,1,SELECT * FROM city WHERE city.population = 8063043 AND city.id <= 313
1666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7150307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SELECT * FROM city, country WHERE country_code = code AND city.population = 7150307"
1667,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4777987,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1378,0,1,SELECT * FROM country WHERE country.gnp_old < 4777987 AND country.capital = 1378
1668,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4494935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,"SELECT * FROM city, country WHERE country_code = code AND city.population >= 4494935"
1669,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1968250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old = 1968250"
1670,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,891,"SELECT * FROM city, country WHERE country_code = code AND city.id <= 892"
1671,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,1195,"SELECT * FROM city, country WHERE country_code = code AND country.capital > 2927"
1672,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2759416,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3968,0,1,SELECT * FROM city WHERE city.population = 2759416 AND city.id <= 3968
1673,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7297092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4067,4061,SELECT * FROM city WHERE city.population < 7297092
1674,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2337222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,4007,"SELECT * FROM city, country WHERE country_code = code AND city.population < 2337222"
1675,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4403585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SELECT * FROM country WHERE country.gnp_old = 4403585
1676,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9031561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4073,4070,SELECT * FROM city WHERE city.population < 9031561
1677,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4627320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,3004,"SELECT * FROM city, country WHERE country_code = code AND country.gnp_old < 4627320"
1678,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2095679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993,3997,SELECT * FROM city WHERE city.population <= 2095679
1679,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1778,4061,4061,SELECT * FROM city WHERE city.id > 18 OR city.id = 1778
1680,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687,2270,"SELECT * FROM city, country WHERE country_code = code AND country.capital <= 2599"
1681,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3180045,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7609122,177,131,SELECT * FROM country WHERE country.gnp_old != 3180045 AND country.gnp_old < 7609122
1682,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,1570,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 1947"
1683,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3348706,176,171,SELECT * FROM country WHERE country.capital != 3258 AND country.gnp_old <= 3348706
1684,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,3925,"SELECT * FROM city, country WHERE country_code = code AND country.capital < 4007"
1685,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,988764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,4078,"SELECT * FROM city, country WHERE country_code = code AND city.population != 988764"
1686,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,SELECT * FROM country WHERE country.capital < 601
1687,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6934240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,4060,SELECT * FROM city WHERE city.population <= 6934240
